SK_ID_CURR,TARGET
100001,0.0667374313703677
100005,0.1282403119168748
100013,0.084268712862328
100028,0.06036451506367075
100038,0.12802198477776838
100042,0.05518654089177648
100057,0.08422502876623303
100065,0.12446597451759686
100066,0.04968318117837833
100067,0.10171823434099315
100074,0.06506834978414963
100090,0.11506780060917332
100091,0.11605248820989857
100092,0.10104724367717217
100106,0.15635779829184226
100107,0.11276212285956941
100109,0.10096927345298005
100117,0.0782995691745309
100128,0.07239759789763364
100141,0.0900999837152908
100150,0.07304514767454218
100168,0.06630263595309159
100169,0.04559429561517069
100170,0.08582959427590135
100171,0.09838997536816213
100172,0.12259686053453836
100184,0.07512382850124837
100187,0.06418813848182171
100212,0.0872239945428195
100222,0.08575864100979315
100223,0.06257771808351803
100232,0.07362274410936506
100241,0.1391066932780525
100245,0.07937540799283396
100253,0.06144904488353155
100256,0.09224476225668919
100271,0.05639233484619265
100278,0.10370411599615852
100280,0.07112066785107435
100306,0.15164481584637968
100311,0.10828342576242847
100312,0.06563846836827483
100330,0.07398375275030927
100331,0.09175041556281464
100352,0.09584900789640127
100358,0.09450533203260575
100367,0.08804956500696612
100382,0.08456900894186128
100384,0.07324135138834531
100385,0.11475170916474106
100386,0.09111613425351331
100399,0.07457373579317723
100404,0.06883363949394651
100416,0.07317473376165713
100422,0.1243586547501874
100426,0.07837342248028681
100438,0.06681938478348126
100444,0.11006546434058986
100445,0.12442788601368664
100446,0.1161281193593848
100447,0.0663494598275975
100450,0.07597155304438649
100466,0.09050741631737595
100483,0.07315891588576803
100484,0.05519547311648509
100494,0.0820182894178147
100510,0.12759780222401074
100512,0.061473538148912654
100517,0.06949140039393471
100548,0.060819716195459006
100551,0.07093247787026656
100552,0.1239952022963206
100553,0.084154752628659
100561,0.0910949803171043
100568,0.12073655034477013
100569,0.06897407898751548
100591,0.09723194770208363
100592,0.048119071928210674
100602,0.10635821460289535
100607,0.08002812381325772
100613,0.08609365054602353
100617,0.07790152199820251
100618,0.0921397932279916
100622,0.16152854459313043
100625,0.1234913943602164
100677,0.08394705097024067
100699,0.07604847750658388
100702,0.13277304312768118
100711,0.08414274583034306
100729,0.13954919249732672
100740,0.11620205341218057
100744,0.10255272483611635
100745,0.10017021685090616
100747,0.09711247593040374
100751,0.11045921151717197
100752,0.08833886234595024
100753,0.1446709817980228
100754,0.09885931410033155
100760,0.11096443041904401
100762,0.09571747611084425
100763,0.07537907412927357
100765,0.07540272327578103
100770,0.09974560605099667
100772,0.085571469542327
100777,0.08387508659180738
100791,0.06790611307250498
100792,0.059408547229091134
100797,0.08717979018344658
100823,0.09290384203616317
100826,0.09218224854662382
100830,0.06794039319129254
100836,0.13210237691848048
100872,0.08203271474221857
100910,0.0871716339417568
100913,0.0601809446583637
100918,0.07741163222051667
100931,0.05682877499416927
100952,0.11785413368646665
100953,0.10588455826951619
100965,0.10852686410655898
100970,0.08214819780104458
100982,0.11727967690468206
100983,0.08635377383805246
100984,0.06690279192496547
100987,0.11350443348221513
100997,0.08933563633107905
100998,0.12963199293507158
101002,0.1004580521427128
101005,0.13207556153561945
101008,0.1205603535628171
101020,0.09539528712480085
101021,0.09125580015675173
101024,0.09257655275439829
101025,0.12413340415062595
101026,0.09918425796280171
101031,0.08810113424136158
101041,0.058298177373477596
101051,0.06481875914513438
101055,0.08873714313285518
101056,0.12968795467086192
101057,0.10025887860107065
101064,0.07478322219774647
101079,0.08222831550787356
101087,0.08769140346794968
101090,0.06553373259919651
101092,0.08911231528022003
101097,0.09873072760838197
101099,0.057925762273950986
101107,0.0904616035915292
101118,0.09158453334754181
101125,0.09862633584881522
101126,0.08151991905966222
101128,0.09583916397543163
101136,0.1276380622899558
101140,0.1053002231763174
101149,0.07490925913224303
101160,0.08251666778014408
101169,0.1182325889860974
101181,0.0746399001120705
101186,0.05822136249917329
101190,0.10001069861840055
101193,0.11544198619857961
101194,0.08849251101035367
101198,0.09620979029489608
101200,0.07600674091184896
101204,0.1002094099214007
101211,0.08299118602234215
101213,0.08223874587123631
101223,0.07023980838812993
101225,0.09153562966015708
101237,0.07639621744325906
101243,0.08116076959037043
101244,0.10579742535102259
101258,0.07119111115514348
101259,0.15254480944683008
101268,0.10412187234510212
101269,0.06791782824029242
101271,0.11114482316005299
101279,0.07301689408281388
101281,0.09054399335776417
101287,0.07357366016225177
101292,0.09624030534369217
101294,0.07710585425215144
101296,0.06761497285498046
101297,0.08188714390420768
101299,0.060504725964165465
101301,0.07838841942179697
101305,0.07829224158005567
101308,0.0677521193321845
101318,0.056733245234786796
101327,0.1102002508707754
101329,0.10242491564128996
101332,0.06539064576272974
101337,0.09427235876255932
101343,0.06288862170110254
101345,0.08220504766482897
101346,0.09059796600630367
101353,0.053602254556298065
101354,0.10918900448105322
101355,0.09676224305760028
101356,0.05852511717099852
101362,0.10840359793930265
101363,0.12275504975386328
101365,0.08153214942652333
101366,0.09754669768862123
101367,0.11825219899701768
101368,0.05535449060219074
101374,0.12136358586630197
101380,0.060957988143110625
101383,0.06802109642670486
101398,0.05393452368146878
101399,0.13478514699051752
101401,0.09606001407981503
101412,0.1000200601965736
101426,0.10754261748954469
101427,0.1383248314876535
101428,0.10044859040135791
101429,0.09749343665845428
101434,0.06966935727294045
101440,0.09024951675841662
101448,0.09560176729694948
101449,0.08159008312995089
101465,0.07412551789503269
101467,0.06641146296524314
101472,0.14385833269105008
101478,0.08287683467163824
101497,0.08698310564810512
101504,0.06631313191032208
101547,0.0839791897804693
101548,0.09923673700120988
101555,0.07838023388023549
101570,0.09327110861949751
101572,0.07104130618241185
101578,0.07884046332694845
101580,0.1072767726914254
101588,0.09939785456407935
101602,0.07660417633537596
101610,0.10064013361972016
101614,0.11804417372219665
101616,0.09628085301769024
101643,0.09200656745267886
101644,0.09777399714067055
101649,0.0865416116006561
101650,0.10120073022119505
101665,0.06314628509162758
101667,0.12793478273013245
101669,0.05901541897735199
101674,0.1342885705427896
101675,0.087234282320637
101678,0.10705863186058348
101682,0.07799459167910054
101686,0.09765411500009677
101697,0.12719944745459796
101700,0.09142256439198862
101711,0.06997581619857927
101714,0.051174757141166115
101715,0.10546010354335103
101728,0.09605604054387361
101732,0.07204311531236939
101757,0.09363213362259035
101758,0.09928042293430941
101759,0.10267192377852619
101762,0.051343960773387654
101764,0.07344524812632246
101780,0.11448845619628399
101784,0.08941072508242917
101789,0.07308318761287418
101816,0.08470910826981752
101819,0.059897503341243094
101827,0.043719788356978956
101863,0.08498108934817038
101867,0.10162346612288117
101870,0.07272965558883368
101873,0.10442702706204549
101878,0.09592475914178444
101879,0.05716701166381344
101880,0.071743606775307
101887,0.10810478531154215
101897,0.0638660854129558
101901,0.06278096052117495
101903,0.1452007565155744
101920,0.0711210781427422
101921,0.08245144169800547
101922,0.08247847931300761
101961,0.1517448470130103
101962,0.0771395336466118
101971,0.07244556310287904
101976,0.12333925005847683
102002,0.09837185249991424
102005,0.06757237280036757
102007,0.14059301210253117
102017,0.07211048503613043
102019,0.12175318371896153
102029,0.060512673339965246
102051,0.08967770962896723
102052,0.06638285509062164
102054,0.07856230453714412
102062,0.1133763418586167
102067,0.10137331024667459
102068,0.09380310824752082
102070,0.07125028310704308
102090,0.077461476466424
102092,0.13775554700304088
102099,0.12590378898161847
102100,0.052854521175937794
102112,0.09978514131177198
102113,0.09716283320861915
102122,0.1025779718400255
102123,0.07568560263667125
102125,0.06799486292369718
102126,0.10474155594782947
102146,0.093118079653996
102147,0.10221882136532055
102151,0.08326490688012836
102158,0.09333455531135369
102159,0.07691470318623007
102162,0.06909638619886481
102165,0.07908474457856456
102166,0.10094710592858734
102174,0.06698577630318166
102193,0.13926723355505194
102198,0.08774118561882409
102205,0.1054409815590024
102206,0.09585454700047555
102218,0.09115328953622198
102221,0.09545970719532444
102230,0.08827553805959026
102238,0.08497642421625182
102248,0.06663366978066738
102252,0.10053909743260048
102259,0.06454151094246698
102262,0.09931682026193098
102273,0.07214314027484324
102286,0.09214040353225939
102293,0.08283078994834642
102294,0.05874336308487785
102296,0.07115124006882238
102298,0.10466719498381516
102303,0.07712650234597741
102309,0.09477308820995296
102315,0.06662206307108241
102340,0.07634256831322374
102342,0.06833356986583661
102344,0.08759181778422988
102346,0.10866414908804836
102347,0.06670207132911804
102374,0.10812010473691774
102380,0.10180031412461718
102387,0.08136739495539423
102393,0.0739890874277701
102403,0.08263713663278875
102413,0.0884154888504705
102414,0.06626091131095188
102415,0.07878805621715454
102416,0.08095750336926155
102439,0.09132695583227486
102441,0.08321246165336925
102443,0.07590205832699048
102444,0.10184941120642126
102445,0.1416714585293946
102448,0.0705695502384302
102449,0.09168025388804314
102450,0.13162290293543633
102456,0.07231958978371672
102458,0.09467911397895737
102459,0.07625268892742126
102465,0.05201983617459277
102470,0.12840498432885364
102471,0.06177921388868601
102475,0.11568871303588056
102476,0.11014220320190286
102506,0.06802085919732449
102509,0.072327192007892
102519,0.08296358574476966
102522,0.07150073729172883
102545,0.07098372154124492
102549,0.12041909449450101
102562,0.06666663772017879
102563,0.0792042168307419
102568,0.103495495271643
102582,0.10979128412304949
102592,0.05556570342511103
102597,0.07977892112429083
102605,0.10010680744586999
102614,0.09023424123863301
102617,0.0929553201221593
102634,0.06416840381574587
102652,0.06217535254641021
102655,0.04457321093513696
102671,0.0590542966742821
102694,0.07973557715761172
102701,0.09740704559763828
102703,0.04961319760859136
102704,0.06876339144462482
102713,0.040558975162551004
102720,0.09234391765219584
102731,0.07201919917481503
102733,0.07348520172641297
102749,0.10881388476403928
102755,0.07016947995747098
102763,0.0770971398623769
102770,0.10418001040489176
102772,0.09258074490290075
102799,0.09313855442817175
102838,0.08388707918989348
102854,0.07971979763251968
102862,0.12094165871963321
102863,0.09227842692738689
102867,0.06989758013343286
102868,0.06707787824565077
102878,0.08980764173159725
102887,0.08561041251394683
102898,0.11041387608271051
102904,0.08116923085401995
102912,0.12651042572557358
102919,0.06429324701391162
102927,0.07199983734299725
102932,0.09634593998312857
102933,0.13417144650346724
102935,0.057878508189304095
102958,0.09945954358704501
102969,0.09347485809889212
102971,0.07697304005813282
102975,0.06770077696335844
102979,0.10080602294864704
102982,0.058485560489500335
102987,0.12128689767688203
102989,0.08214491211684732
102995,0.08901277598974493
102996,0.08729893790174599
103000,0.057219016819623957
103001,0.10404601388038978
103004,0.08121101895412702
103010,0.08258415599081816
103025,0.1043907266691563
103029,0.09823463909024628
103046,0.09149393588463338
103056,0.0799255333443337
103062,0.08018896419668538
103078,0.10093590275569386
103083,0.059623067981204404
103092,0.08975950104550896
103096,0.0798815794612758
103097,0.11637758583578718
103102,0.12450907540874795
103112,0.08721592398842373
103132,0.05866331033723639
103144,0.0822390097225691
103145,0.07906681729535198
103146,0.0653237707296036
103147,0.1074286656866344
103158,0.07805319184355766
103171,0.10776057525835295
103173,0.060903858497205476
103184,0.09189475663860373
103195,0.09721570192617793
103196,0.05988231598527711
103206,0.0735784577036863
103230,0.0874358992799107
103231,0.10349200500320328
103232,0.09361319921653069
103239,0.12720547982912883
103240,0.08385565392036254
103243,0.06721994265922035
103252,0.09664009665255362
103258,0.07411070735158388
103259,0.09879417351299692
103279,0.07008631375142499
103280,0.05294043607938059
103286,0.08421450715115823
103287,0.12406034089185423
103290,0.0880187741036144
103298,0.09202021127143882
103315,0.050478291559541026
103319,0.0775848074539209
103334,0.11221710108965989
103336,0.113068168490488
103345,0.08783166287770104
103368,0.07548407094054078
103371,0.10345384567004538
103377,0.06963312307050422
103398,0.06226072542929023
103404,0.06115031705923183
103408,0.10610883525436594
103410,0.07534152852104488
103418,0.0739428809354471
103420,0.11111199326368962
103432,0.10270099003860705
103433,0.07351417115412583
103436,0.06578031896620064
103440,0.08372276474376736
103453,0.07854809751240142
103459,0.10258514771127926
103460,0.083301795126483
103461,0.0637253891539935
103462,0.0922403014942362
103473,0.09377070186661214
103474,0.05115203809058969
103475,0.11191234649963984
103478,0.1107846356299904
103480,0.0987143016947
103484,0.06173453084411074
103494,0.08940565543767984
103513,0.1030927581929006
103515,0.08418933072390856
103516,0.15229820047072845
103525,0.1086238159855921
103541,0.11236346172633678
103544,0.07216739351688037
103562,0.11666100878844203
103570,0.15638661448868094
103572,0.12599297506662735
103574,0.0690227125503029
103575,0.09306137252132228
103591,0.10976747267737981
103594,0.07380288282059952
103609,0.06467750210158393
103613,0.06826579244060552
103614,0.08423660199623932
103615,0.06372575895550203
103624,0.10803097414030693
103625,0.13052031148933357
103628,0.13303669596004444
